Attendance is pending for these employees between the selected payroll dates. Mark attendance to proceed. Refer {0} for details.,O atendimento está pendente para esses funcionários entre as datas selecionadas da folha de pagamento. Marque presença para prosseguir. Consulte {0} para obter detalhes.
Attendance marked successfully,Presença marcada com sucesso
Attendance not submitted for {0} as {1} is on leave.,Presença não enviada para {0} porque {1} está de licença.
AttendanceRequestListView,AtendimentoRequestListView
Attrition Count,Contagem de desgaste
Automated Based on Goal Progress,Automatizado com base no progresso da meta
"Automatically fetches all assets allocated to the employee, if any","Busca automaticamente todos os ativos alocados ao funcionário, se houver"
Automatically update Last Sync of Checkin,Atualizar automaticamente a última sincronização do check-in
Available Leave(s),Licenças Disponíveis
Average Feedback Score,Pontuação Média de Feedback
Average Rating,Avaliação Média
"Average of Goal Score, Feedback Score, and Self Appraisal Score (out of 5)","Média de pontuação de meta, pontuação de feedback e pontuação de autoavaliação (de 5)"
Average rating of demonstrated skills,Classificação média das habilidades demonstradas
Avg Feedback Score,Pontuação média de feedback
Avg Utilization,Utilização média
Avg Utilization (Billed Only),Utilização média (somente faturado)
Backdated Leave Application is restricted. Please set the {} in {},O pedido de licença retroativo é restrito. Defina o {} em {}
Base & Variable,Base e Variável
Below is the list of upcoming holidays for you:,Abaixo está a lista dos próximos feriados para você:
Benefits,Benefícios
Bill Amount,Valor da fatura
Billed Hours,Horas faturadas
Billed Hours (B),Horas faturadas (B)
Birthday Reminder ðŸŽ‚,Lembrete de aniversário ðŸŽ‚
Birthdays,Aniversários
Bonus,Bônus
Branch: {0},Filial: {0}
Bulk Assignments,Atribuições em massa
Bulk Leave Policy Assignment,Atribuição de política de licença em massa
Bulk Salary Structure Assignment,Atribuição de estrutura salarial em massa
"By default, the Final Score is calculated as the average of Goal Score, Feedback Score, and Self Appraisal Score. Enable this to set a different formula","Por padrão, a pontuação final é calculada como a média da pontuação da meta, pontuação do feedback e pontuação da autoavaliação. Habilite isto para definir uma fórmula diferente"
CTC,CTC
Calculate Final Score based on Formula,Calcule a pontuação final com base na fórmula
Calculate Gratuity Amount Based On,Calcular o valor da gratificação com base em
Cancellation Queued,Cancelamento na fila
Cannot Modify Time,Não é possível modificar a hora
Cannot allocate leaves outside the allocation period {0} - {1},Não é possível alocar licenças fora do período de alocação {0} - {1}
Cannot break shift after end date,Não é possível interromper o turno após a data de término
Cannot break shift before start date,Não é possível interromper o turno antes da data de início
Cannot cancel Shift Assignment: {0} as it is linked to Attendance: {1},Não é possível cancelar a Atribuição de Turno: {0} porque está vinculada à Presença: {1}
Cannot cancel Shift Assignment: {0} as it is linked to Employee Checkin: {1},Não é possível cancelar a Atribuição de Turno: {0} porque está vinculada ao Check-in do Funcionário: {1}
Cannot create Salary Slip for Employee joining after Payroll Period,Não é possível criar comprovante de salário para ingresso de funcionário após período de folha de pagamento
Cannot create Salary Slip for Employee who has left before Payroll Period,Não é possível criar comprovante de salário para funcionário que saiu antes do período da folha de pagamento
Cannot create a Job Applicant against a closed Job Opening,Não é possível criar um candidato a emprego em uma vaga fechada
Cannot create or change transactions against an Appraisal Cycle with status {0}.,Não é possível criar ou alterar transações em um Ciclo de Avaliação com status {0}.
Cannot mark attendance for an Inactive employee {0},Não é possível marcar presença para um funcionário inativo {0}
Cannot submit. Attendance is not marked for some employees.,Não é possível enviar. A presença não é marcada para alguns funcionários.
Cannot update allocation for {0} after submission,Não é possível atualizar a alocação de {0} após o envio
Cannot update status of Goal groups,Não é possível atualizar o status dos grupos de metas
Cause of Grievance,Causa da reclamação
Change,Mudar
Changed the status from {0} to {1} and Status for Other Half to {2} via Attendance Request,Alterado o status de {0} para {1} e o status da outra metade para {2} via solicitação de presença
Changing '{0}' to {1}.,Alterando '{0}' para {1}.
"Changing KRA in this parent goal will align all the child goals to the same KRA, if any.","Alterar o KRA nesta meta pai alinhará todas as metas secundárias ao mesmo KRA, se houver."
Check <a href='/app/List/Error Log?reference_doctype={0}'>{1}</a> for more details,Verifique <a href='/app/List/Error Log?reference_doctype={0}'>{1}</a> para obter mais detalhes
Check Error Log {0} for more details.,Verifique o Log de erros {0} para obter mais detalhes.
Check {0} for more details,Verifique {0} para obter mais detalhes
Checkin Radius,Raio de check-in
Child nodes can only be created under 'Group' type nodes,Nós filhos só podem ser criados em nós do tipo 'Grupo'
Claim an Expense,Reivindicar uma despesa
Claims,Reivindicações
Clear All,Limpar tudo
Cleared,Desmarcado
Click {0} to change the configuration and then resave salary slip,Clique em {0} para alterar a configuração e salvar novamente o comprovante de salário
Closed On,Fechado
Closes On,Fecha em
Closes on:,Fecha em:
Completing onboarding,Concluindo a integração
Condition & Formula,Condição e Fórmula
Condition and Formula Help,Ajuda sobre condição e fórmula
Consider Grace Period,Considere o período de carência
Consider Marked Attendance on Holidays,Considere comparecimento marcado em feriados
Consider Tax Exemption Declaration,Considere a declaração de isenção fiscal
Consolidate Leave Types,Consolidar tipos de licença
Could not find any salary slip(s) for the employee {0},Não foi possível encontrar nenhum comprovante de salário do funcionário {0}
Could not submit some Salary Slips: {},Não foi possível enviar alguns comprovantes de salário: {}
Could not update Goal,Não foi possível atualizar a meta
Could not update goals,Não foi possível atualizar as metas
Country Fixture Deletion Failed,Falha na exclusão do equipamento do país
Country Setup failed,Falha na configuração do país
Create Additional Salary,Criar salário adicional
Create Appraisals,Criar avaliações
Create Interview,Criar Entrevista
Create Job Applicant,Criar candidato a emprego
Create Job Opening,Criar vaga de emprego
Create Shifts After,Crie turnos depois
Creating Appraisals,Criação de avaliações
Creating {0}...,Criando {0}...
Creation Date,Data de criação
Creation Failed,Falha na criação
Creation of Salary Structure Assignments has been queued. It may take a few minutes.,A criação de atribuições de estrutura salarial foi enfileirada. Pode demorar alguns minutos.
Creation of {0} has been queued. It may take a few minutes.,A criação de {0} foi colocada na fila. Pode demorar alguns minutos.
Criteria based on which employee should be rated in Performance Feedback and Self Appraisal,Critérios baseados em qual funcionário deve ser avaliado em Feedback de Desempenho e Autoavaliação
Currency ,Moeda
Currency of selected Income Tax Slab should be {0} instead of {1},A moeda da Laje de Imposto de Renda selecionada deve ser {0} em vez de {1}
Current CTC,CTC atual
Current Employer ,Atual empregador
Current Job Title,Cargo Atual
Current Month Income Tax,Imposto de renda do mês atual
Current Slab,Laje Atual
Current Work Experience,Experiência de trabalho atual
"Currently, there is no {0} leave period for this date to create/update leave allocation.","Atualmente, não há período de licença {0} para esta data para criar/atualizar a alocação de férias."
Custom Range,Intervalo personalizado
Cyan,Ciano
Cycle Name,Nome do ciclo
Cycles,Ciclos
Dates & Reason,Datas e motivo
Dates Based On,Datas baseadas em
Days for which Holidays are blocked for this department.,Dias em que os feriados estão bloqueados para este departamento.
Decision Pending,Decisão pendente
Deduction from Salary,Dedução do salário
Deductions before tax calculation,Deduções antes do cálculo do imposto
Default Base Pay,Pagamento base padrão
Default Employee Advance Account,Conta de adiantamento de funcionário padrão
Default Expense Claim Payable Account,Conta a pagar de relatório de despesas padrão
Default Payroll Payable Account,Conta a pagar de folha de pagamento padrão
Default Shift,Turno padrão
Delete Attachment,Excluir anexo
Department {0} does not belong to company: {1},O departamento {0} não pertence à empresa: {1}
Department: {0},Departamento: {0}
Depends On Payment Days,Depende dos dias de pagamento
Designation: {0},Designação: {0}
"Disable {0} for the {1} component, to prevent the amount from being deducted twice, as its formula already uses a payment-days-based component.","Desative {0} para o componente {1}, para evitar que o valor seja deduzido duas vezes, pois sua fórmula já utiliza um componente baseado em dias de pagamento."
Disable {0} or {1} to proceed.,Desative {0} ou {1} para continuar.
Do Not Include in Accounting Entries,Não incluir nos lançamentos contábeis
Do you still want to proceed?,Você ainda deseja prosseguir?
Do you want to update the Job Applicant {0} as {1} based on this interview result?,Deseja atualizar o Candidato a Emprego {0} como {1} com base no resultado desta entrevista?
Duplicate Attendance,Atendimento duplicado
Duplicate Job Requisition,Requisição de trabalho duplicada
Duplicate Overwritten Salary,Salário sobrescrito duplicado
Duplicate Salary Withholding,Retenção de salário duplicado
ERROR({0}): {1},ERRO({0}): {1}
Early Exit By,Saída antecipada por
Early Exits,Saídas antecipadas
Earned Leaves,Férias Adquiridas
Earned Leaves are allocated as per the configured frequency via scheduler.,As Férias Adquiridas são atribuídas de acordo com a frequência configurada através do agendador.
Earned Leaves are auto-allocated via scheduler based on the annual allocation set in the Leave Policy: {0},As Férias Adquiridas são automaticamente atribuídas pelo agendador com base na atribuição anual definida na Política de Férias: {0}
Earned Leaves are leaves earned by an Employee after working with the company for a certain amount of time. Enabling this will allocate leaves on pro-rata basis by automatically updating Leave Allocation for leaves of this type at intervals set by 'Earned Leave Frequency.,"As Férias Adquiridas são dias de férias conquistados por um Colaborador após trabalhar na empresa durante um determinado período de tempo. Ao ativar esta opção, as férias serão atribuídas numa base pro rata, atualizando automaticamente a Atribuição de Férias para este tipo de férias, em intervalos definidos pela Frequência de Férias Adquiridas."
Earning Salary Component is required for Employee Referral Bonus.,O ganho do componente salarial é necessário para o bônus de indicação de funcionário.
Earnings & Deductions,Ganhos e deduções
Effective From,Eficaz a partir de
Effective To,Eficaz para
Email ID,ID de e-mail
Email Salary Slips,E-mail comprovantes de salário
Employee Advance Balance,Saldo Antecipado de Funcionário
Employee Cost Center,Centro de Custo do Funcionário
Employee Exit,Saída de Funcionário
Employee Exit Settings,Configurações de saída de funcionário
Employee Exits,Saídas de funcionários
Employee Feedback Criteria,Critérios de feedback dos funcionários
Employee Feedback Rating,Avaliação de feedback dos funcionários
Employee Grievance,Reclamações de funcionários
Employee Image,Imagem do funcionário
Employee Info,Informações do funcionário
Employee Loan,Empréstimo para funcionários
Employee Naming By,Nomeação de funcionário por
Employee Onboarding: {0} already exists for Job Applicant: {1},Integração de funcionários: {0} já existe para candidato a emprego: {1}
Employee Performance Feedback,Feedback de desempenho dos funcionários
Employee Promotion cannot be submitted before Promotion Date,A promoção do funcionário não pode ser enviada antes da data da promoção
Employee Referral {0} is not applicable for referral bonus.,A Indicação de Funcionário {0} não é aplicável para bônus de indicação.
Employee Referrals,Referências de funcionários
Employee Responsible ,Funcionário Responsável
Employee Retained,Funcionário Retido
Employee Self Service,Autoatendimento para funcionários
Employee Status,Status do funcionário
Employee Transfer cannot be submitted before Transfer Date,A transferência de funcionário não pode ser enviada antes da data de transferência
Employee advance account {0} should be of type {1},A conta de adiantamento de funcionário {0} deve ser do tipo {1}
Employee advance account {0} should be of type {1}.,A conta de adiantamento de funcionário {0} deve ser do tipo {1}.
"Employee can be named by Employee ID if you assign one, or via Naming Series. Select your preference here.","O funcionário pode ser nomeado pelo ID do funcionário, se você atribuir um, ou por meio da série de nomenclatura. Selecione sua preferência aqui."
Employee name,Nome do funcionário
Employee records are created using the selected option,Os registros de funcionários são criados usando a opção selecionada
Employee was marked Absent due to missing Employee Checkins.,O funcionário foi marcado como Ausente devido à falta de Check-ins de funcionário.
Employee was marked Absent for not meeting the working hours threshold.,O funcionário foi marcado como Ausente por não cumprir o limite de jornada de trabalho.
Employee was marked Absent for other half due to missing Employee Checkins.,O funcionário foi marcado como Ausente na outra metade devido à falta de Check-ins do funcionário.
Employee {0} already has an Attendance Request {1} that overlaps with this period,O funcionário {0} já possui uma Solicitação de Presença {1} que se sobrepõe a este período
Employee {0} already has an active Shift {1}: {2} that overlaps within this period.,O funcionário {0} já possui um turno ativo {1}: {2} que se sobrepõe neste período.
Employee {0} already submitted an application {1} for the payroll period {2},O funcionário {0} já enviou uma solicitação {1} para o período processado na folha de pagamento {2}
Employee {0} has already applied for Shift {1}: {2} that overlaps within this period,O funcionário {0} já se inscreveu para o turno {1}: {2} que se sobrepõe neste período
Employee {0} has already applied for {1} between {2} and {3} : {4},O funcionário {0} já se inscreveu para {1} entre {2} e {3}: {4}
Employee {0} not found in Training Event Participants.,Funcionário {0} não encontrado em Participantes do Evento de Treinamento.
Employee {0} relieved on {1} must be set as 'Left',O funcionário {0} dispensado em {1} deve ser definido como 'Esquerdo'
Employee: {0} have to complete minimum {1} years for gratuity,Funcionário: {0} precisa completar no mínimo {1} anos para receber gorjeta
Employees cannot give feedback to themselves. Use {0} instead: {1},Os funcionários não podem dar feedback a si mesmos. Use {0} em vez disso: {1}
Employees on Half Day HTML,Funcionários em HTML de meio dia
Employees will miss holiday reminders from {} until {}. <br> Do you want to proceed with this change?,Os funcionários perderão lembretes de feriados de {} até {}. <br> Deseja prosseguir com esta alteração?
Employees without Feedback: {0},Funcionários sem feedback: {0}
Employees without Goals: {0},Funcionários sem metas: {0}
Employment Type,Tipo de emprego
EmptyState,Estado Vazio
Enable Early Exit Marking,Habilitar marcação de saída antecipada
Enable Late Entry Marking,Ativar marcação de entrada tardia
Encashment Days,Dias de Encantamento
Encashment Days cannot exceed {0} {1} as per Leave Type settings,Os Dias de Pagamento não podem exceder {0} {1} de acordo com as configurações de Tipo de Licença
Encashment Limit Applied,Limite de cobrança aplicado
End,Fim
End Date cannot be before Start Date,A data de término não pode ser anterior à data de início
End date: {0},Data de término: {0}
Enter the Standard Working Hours for a normal work day. These hours will be used in calculations of reports such as Employee Hours Utilization and Project Profitability analysis.,Insira o horário de trabalho padrão para um dia normal de trabalho. Essas horas serão utilizadas em cálculos de relatórios como Utilização de Horas do Funcionário e análise de Rentabilidade do Projeto.
Enter the number of leaves you want to allocate for the period.,Insira o número de licenças que deseja alocar para o período.
Error in formula or condition,Erro na fórmula ou condição
Error in formula or condition: {0} in Income Tax Slab,Erro na fórmula ou condição: {0} na Laje do Imposto de Renda
Error while evaluating the {doctype} {doclink} at row {row_id}. <br><br> <b>Error:</b> {error} <br><br> <b>Hint:</b> {description},Erro ao avaliar {doctype} {doclink} na linha {row_id}. <br><br> <b>Erro:</b> {error} <br><br> <b>Dica:</b> {descrição}
Evaluation Method cannot be changed as there are existing appraisals created for this cycle,O Método de Avaliação não pode ser alterado porque existem avaliações criadas para este ciclo
Every 2 Weeks,A cada 2 semanas
Every 3 Weeks,A cada 3 semanas
Every 4 Weeks,A cada 4 semanas
Every Week,Todas as semanas
"Everyone, let’s congratulate them on their work anniversary!","Pessoal, vamos parabenizá-los pelo aniversário de trabalho!"
"Everyone, let’s congratulate {0} on their birthday.","Pessoal, vamos parabenizar {0} pelo seu aniversário."
Exchange Rate cannot be zero.,A Taxa de Câmbio não pode ser zero.
Exclude Holidays,Excluir feriados
Excluded {0} Non-Encashable Leaves for {1},Excluídas {0} licenças não recuperáveis para {1}
Exemption Proofs,Provas de isenção
Existing Record,Registro Existente
Existing Shift Assignments,Atribuições de turno existentes
Exit Confirmed,Saída confirmada
Exit Details,Detalhes de saída
Exit Interview,Entrevista de saída
Exit Interview Pending,Entrevista de saída pendente
Exit Interview {0} already exists for Employee: {1},A Entrevista de Saída {0} já existe para o Funcionário: {1}
Exit Questionnaire,Questionário de saída
Exit Questionnaire Notification,Notificação de saída do questionário
Exit Questionnaire Notification Template,Modelo de notificação de questionário de saída
Exit Questionnaire Pending,Questionário de saída pendente
Exit Questionnaire Web Form,Sair do Formulário Web do Questionário
Expected Average Rating,Classificação Média Esperada
Expected By,Esperado por
Expected Compensation,Compensação Esperada
Expected Skill Set,Conjunto de habilidades esperado
Expected Skillset,Conjunto de habilidades esperado
Expense Approver,Aprovador de despesas
Expense Claim Summary,Resumo do relatório de despesas
Expense Claims,Reemb. de Despesas
Expenses & Advances,Despesas e Adiantamentos
Expire Leaves,Licença expirada
Expired Leave(s),Licenças expiradas
Exporting...,Exportador...
Failed to create/submit {0} for employees:,Falha ao criar/enviar {0} para funcionários:
Failed to delete defaults for country {0}.,Falha ao excluir padrões do país {0}.
Failed to download Salary Slip PDF,Falha ao baixar o PDF do comprovante de salário
Failed to send the Interview Reschedule notification. Please configure your email account.,Falha ao enviar a notificação de reagendamento de entrevista. Por favor configure sua conta de e-mail.
Failed to setup defaults for country {0}.,Falha ao configurar padrões para o país {0}.
Failed to submit some leave policy assignments:,Falha ao enviar algumas atribuições de política de licença:
Failed to update the Job Applicant status,Falha ao atualizar o status do candidato a emprego
Failed to {0} {1} for employees:,Falha ao {0} {1} para funcionários:
Failure Details,Detalhes da falha
Feedback Count,Contagem de comentários
Feedback HTML,HTML de comentários
Feedback Ratings,Avaliações de feedback
Feedback Reminder Notification Template,Modelo de notificação de lembrete de feedback
Feedback Score,Pontuação de feedback
Feedback Summary,Resumo de comentários
Feedback already submitted for the Interview {0}. Please cancel the previous Interview Feedback {1} to continue.,Feedback já enviado para a Entrevista {0}. Cancele o feedback da entrevista anterior {1} para continuar.
Feedback cannot be recorded for an absent Employee.,O feedback não pode ser registrado para um funcionário ausente.
Feedback {0} added successfully,Feedback {0} adicionado com sucesso
Fetch Geolocation,Buscar geolocalização
Fetch Shift,Buscar turno
Fetch Shifts,Buscar turnos
Fetching Employees,Buscando funcionários
Fetching Shift,Buscando turno
Fetching your geolocation,Buscando sua geolocalização
File Preview,Pré-visualização do arquivo
Filled,Preenchido
Filter Employees,Filtrar funcionários
Filter List,Lista de filtros
Final Decision,Decisão final
Final Score,Pontuação Final
Final Score Formula,Fórmula de pontuação final
First Day,Primeiro dia
First Name ,Primeiro nome
FnF Pending,FnF pendente
For Designation ,Para Designação
"For a day of leave taken, if you still pay (say) 50% of the daily salary, then enter 0.50 in this field.","Para um dia de licença gozada, se você ainda pagar (digamos) 50% do salário diário, insira 0,50 neste campo."
Fraction of Applicable Earnings ,Fração de ganhos aplicáveis
Fraction of Daily Salary per Leave,Fração do salário diário por licença
Fractional Cost,Custo Fracionário
Frappe HR,Greve de RH
From Date must come before To Date,A data inicial deve vir antes da data final
From User,Do usuário
"From here, you can enable encashment for the balance leaves.","A partir daqui, você pode ativar o pagamento das folhas de saldo."
From {0} to {1},De {0} a {1}
From(Year),De (ano)
Fuchsia,Fúcsia
Fuel Expenses,Despesas de Combustível
Full and Final Asset,Ativo total e final
Full and Final Outstanding Statement,Declaração Pendente Completa e Final
Future Income Tax,Imposto de Renda Futuro
Geolocation,Geolocalização
Geolocation Error,Erro de geolocalização
Geolocation is not supported by your current browser,A geolocalização não é suportada pelo seu navegador atual
Get Job Requisitions,Obtenha requisições de trabalho
Get the app on your device for easy access & a better experience!,Obtenha o aplicativo no seu dispositivo para acesso fácil e uma experiência melhor!
Get the app on your iPhone for easy access & a better experience,Obtenha o aplicativo no seu iPhone para acesso fácil e uma experiência melhor
Go to Login,Vá para Entrar
Goal Completion (%),Conclusão da meta (%)
Goal Score,Pontuação do gol
Goal Score (%),Pontuação de gols (%)
Goal Score (weighted),Pontuação da meta (ponderada)
Goal progress percentage cannot be more than 100.,A porcentagem de progresso da meta não pode ser superior a 100.
Goal should be aligned with the same KRA as its parent goal.,A meta deve estar alinhada com o mesmo KRA de sua meta principal.
Goal should be owned by the same employee as its parent goal.,A meta deve pertencer ao mesmo funcionário que sua meta pai.
Goal should belong to the same Appraisal Cycle as its parent goal.,A meta deve pertencer ao mesmo Ciclo de Avaliação que sua meta pai.
Goal updated successfully,Meta atualizada com sucesso
Goals updated successfully,Metas atualizadas com sucesso
Grade,Nota
Gratuity,Gratificação
Gratuity Applicable Component,Componente aplicável à gorjeta
Gratuity Rule,Regra de gratuidade
Gratuity Rule Slab,Laje de regra de gratificação
Grievance Against,Reclamações contra
Grievance Against Party,Reclamações contra o partido
Grievance Details,Detalhes da reclamação
Grievance Type,Tipo de reclamação
Gross Earnings,Lucro Bruto
Gross Pay (Company Currency),Pagamento bruto (moeda da empresa)
Gross Year To Date,Ano bruto até o momento
Gross Year To Date(Company Currency),Acumulado no ano bruto (moeda da empresa)
Group goal's progress is auto-calculated based on the child goals.,O progresso da meta do grupo é calculado automaticamente com base nas metas secundárias.
HR,RH
HR & Payroll,RH e folha de pagamento
HR & Payroll Settings,Configurações de RH e folha de pagamento
HR-APR-.YYYY.-,HR-ABR-.AAAA.-
HR-EXIT-INT-,RH-SAIR-INT-
HR-HIREQ-,RH-CONTRATAÇÃOQ-
HRMS,SGRH
Half Day Marked Employee Header,Cabeçalho de funcionário marcado para meio dia
Half Day Records,Registros de meio dia
Health Insurance,Seguro Saúde
Health Insurance No,Seguro de saúde Não
Health Insurance Provider,Provedor de seguro saúde
Hey {}! This email is to remind you about the upcoming holidays.,Ei {}! Este e-mail é para lembrá-lo sobre os próximos feriados.
Hiring Count,Contagem de contratações
Holidays this Month.,Feriados este mês.
Holidays this Week.,Feriados esta semana.
Home,Home
Horizontal Break,Quebra horizontal
Hour Rate (Company Currency),Taxa horária (moeda da empresa)
"If checked, Payroll Payable will be booked against each employee","Se marcada, a Folha de Pagamento a Pagar será contabilizada em relação a cada funcionário"
"If enabled, auto attendance will be marked on holidays if Employee Checkins exist","Se ativado, o atendimento automático será marcado em feriados se existirem check-ins de funcionários"
"If enabled, deducts payment days for absent attendance on holidays. By default, holidays are considered as paid","Se habilitado, deduz dias de pagamento por faltas em feriados. Por padrão, os feriados são considerados pagos"
"If enabled, the amount will be excluded from accounting entries during Journal Entry creation.","Se ativado, o valor será excluído dos lançamentos contábeis durante a criação do lançamento contábil manual."
"If enabled, the component will be considered as a tax component and the amount will be auto-calculated as per the configured income tax slabs","Se habilitado, o componente será considerado como componente tributário e o valor será calculado automaticamente conforme as lajes de Imposto de Renda configuradas"
"If enabled, the component will be considered in the Income Tax Deductions report","Se habilitado, o componente será considerado no relatório Deduções do Imposto de Renda"
"If enabled, the component will not be displayed in the salary slip if the amount is zero","Se habilitado, o componente não será exibido no comprovante de salário se o valor for zero"
"If enabled, the total no. of applications received for this opening will be displayed on the website","Se ativado, o número total. das inscrições recebidas para esta vaga serão divulgadas no site"
"If enabled, the value specified or calculated in this component will not contribute to the earnings or deductions. However, it's value can be referenced by other components that can be added or deducted. ","Se habilitado, o valor especificado ou calculado neste componente não contribuirá para os rendimentos ou deduções. Porém, seu valor pode ser referenciado por outros componentes que podem ser somados ou deduzidos."
"If enabled, total no. of working days will include holidays, and this will reduce the value of Salary Per Day","Se ativado, total não. de dias úteis incluirá feriados, e isso reduzirá o valor do Salário por Dia"
"If set, the job opening will be closed automatically after this date","Se definido, a vaga será fechada automaticamente após esta data"
"If you are using loans in salary slips, please install the {0} app from Frappe Cloud Marketplace or GitHub to continue using loan integration with payroll.","Se você estiver usando empréstimos em comprovantes de salário, instale o aplicativo {0} do Frappe Cloud Marketplace ou GitHub para continuar usando a integração do empréstimo com a folha de pagamento."
"In case of any error during this background process, the system will add a comment about the error on this Payroll Entry and revert to the Submitted status","Caso ocorra algum erro durante esse processo em background, o sistema adicionará um comentário sobre o erro neste Lançamento da Folha de Pagamento e reverterá para o status Enviado"
Incentive,Incentivo
Include Company Descendants,Incluir descendentes da empresa
Include Holidays,Incluir feriados
Income Source,Fonte de renda
Income Tax Breakup,Separação do Imposto de Renda
Income Tax Computation,Cálculo do Imposto de Renda
Income Tax Deducted Till Date,Imposto de renda deduzido até a data
Income Tax Slab is mandatory since the Salary Structure {0} has a tax component {1},"A Tabela de Imposto de Renda é obrigatória, pois a Estrutura Salarial {0} possui um componente tributário {1}"
Income from Other Sources,Renda de outras fontes
Incorrect Weightage Allocation,Alocação de peso incorreta
"Indicates the number of leaves that cannot be encashed from the leave balance. E.g. with a leave balance of 10 and 4 Non-Encashable Leaves, you can encash 6, while the remaining 4 can be carried forward or expired","Indica o número de licença que não podem ser cobradas do saldo de férias. Por exemplo com um saldo de licenças de 10 e 4 folhas não recuperáveis, você pode acumular 6, enquanto as 4 restantes podem ser transportadas ou expiradas"
Install,Instalar
Install Frappe HR,Instale o Frappe HR
Insufficient Balance,Saldo insuficiente
Insufficient leave balance for Leave Type {0},Saldo de licença insuficiente para o tipo de licença {0}
Interest Income Account,Conta de receita de juros
Interview,Entrevista
Interview Detail,Detalhes da entrevista
Interview Details,Detalhes da entrevista
Interview Feedback,Feedback da entrevista
Interview Feedback Reminder,Lembrete de feedback da entrevista
Interview Feedback {0} submitted successfully,Feedback da entrevista {0} enviado com sucesso
Interview Not Rescheduled,Entrevista não remarcada
Interview Reminder,Lembrete de entrevista
Interview Reminder Notification Template,Modelo de notificação de lembrete de entrevista
Interview Rescheduled successfully,Entrevista remarcada com sucesso
Interview Round,Rodada de entrevistas
Interview Round {0} is only applicable for the Designation {1},A Rodada de Entrevistas {0} é aplicável apenas para a Designação {1}
Interview Round {0} is only for Designation {1}. Job Applicant has applied for the role {2},A Rodada de Entrevistas {0} é apenas para a Designação {1}. O candidato a emprego se inscreveu para a função {2}
Interview Scheduled Date,Data agendada para entrevista
Interview Status,Status da entrevista
Interview Summary,Resumo da entrevista
Interview Type,Tipo de entrevista
Interview: {0} Rescheduled,Entrevista: {0} remarcada
Interviewer,Entrevistador
Interviewers,Entrevistadores
Invalid Action,Ação inválida
Invalid Additional Salary,Salário Adicional Inválido
Invalid Dates,Datas inválidas
Invalid Leave Ledger Entry,Entrada de razão de licença inválida
Invalid Payroll Payable Account. The account currency must be {0} or {1},Conta a pagar de folha de pagamento inválida. A moeda da conta deve ser {0} ou {1}
Invalid Shift Times,Horários de turno inválidos
Invalid parameters provided. Please pass the required arguments.,"Parâmetros inválidos fornecidos. Por favor, passe os argumentos necessários."
Investigated,Investigado
Investigation Details,Detalhes da investigação
Is Applicable for Referral Bonus,É aplicável para bônus de indicação
Is Compensatory Leave,É licença compensatória
Is Partially Paid Leave,É licença parcialmente remunerada
Is Recurring Additional Salary,É salário adicional recorrente
Is Salary Released,O salário é liberado
Is Salary Withheld,O salário é retido
Job Applicant,Candidato a emprego
Job Applicant {0} created successfully.,Candidato a emprego {0} criado com sucesso.
Job Applicants are not allowed to appear twice for the same Interview round. Interview {0} already scheduled for Job Applicant {1},Os candidatos a emprego não podem comparecer duas vezes para a mesma rodada de entrevistas. Entrevista {0} já agendada para o candidato a emprego {1}
Job Application Route,Rota de candidatura a emprego
Job Offer Term Template,Modelo de termo de oferta de emprego
Job Opening Associated,Vaga de Emprego Associada
Job Openings,Vagas de emprego
Job Openings for the designation {0} are already open or the hiring is complete as per the Staffing Plan {1},As vagas para a designação {0} já estão abertas ou a contratação foi concluída conforme Plano de Pessoal {1}
Job Requisition,Requisição de Trabalho
Job Requisition {0} has been associated with Job Opening {1},A requisição de emprego {0} foi associada à vaga de emprego {1}
KRA Evaluation Method,Método de avaliação KRA
KRA updated for all child goals.,KRA atualizado para todos os objetivos infantis.
KRA vs Goals,KRA vs Gols
KRAs,KRAs
Key Result Area,Área de resultados principais
Last Day,Último dia
Last Odometer Value ,Último valor do odômetro
Late Entries,Entradas atrasadas
Late Entry & Early Exit Settings for Auto Attendance,Configurações de entrada tardia e saída antecipada para atendimento automático
Late Entry By,Entrada tardia por
Latitude and longitude values are required for checking in.,Os valores de latitude e longitude são obrigatórios para o check-in.
Leave Allocation Exists,A alocação de licença já existe
Leave Application period cannot be across two non-consecutive leave allocations {0} and {1}.,O período da solicitação de licença não pode abranger duas alocações de licença não consecutivas {0} e {1}.
Leave Approver,Aprovador de Folga
Leave Block List,Lista de Bloqueio de Folgas
Leave Details,Detalhes da Folga
Leave Ledger,Registro de Folgas
"Leave Ledger Entry's To date needs to be after From date. Currently, From Date is {0} and To Date is {1}","A data final da entrada no registro de folgas deve ser posterior à data inicial. Atualmente, a data inicial é {0} e a data final é {1}"
Leave Policy Assignment,Atribuição de Política de Licença
Leave Policy Assignment Overlap,Sobreposição de Atribuição de Política de Licença
Leave Policy: {0} already assigned for Employee {1} for period {2} to {3},Política de Licença: {0} já atribuída ao Funcionário {1} para o período de {2} a {3}
Leave Type can either be compensatory or earned leave.,O tipo de licença pode ser compensatória ou remunerada.
Leave Type can either be without pay or partial pay,O tipo de licença pode ser sem remuneração ou com remuneração parcial
Leave Type is mandatory,O tipo de licença é obrigatório
Leave allocation {0} is linked with the Leave Application {1},A alocação de licença {0} está vinculada à Solicitação de Licença {1}
